area,perimeter,major_axis,minor_axis,eccentricity,convex_area,extent,variety
94621,1191.84,504.44,238.83,0.8808,96205,0.6958,besni
65339,916.65,316.8,262.6,0.5594,66187,0.7428,keswani
55305,900.11,369.47,190.59,0.8567,56692,0.7806,besni
66290,961.06,364.61,231.49,0.7726,67169,0.7425,keswani
91273,1233.29,528.03,220.09,0.909,93438,0.6445,besni
43479,786.2,312.67,177.05,0.8242,43533,0.7448,keswani
95602,1207.75,504.82,241.12,0.8786,97560,0.6798,besni
55003,883.07,352.69,198.57,0.8264,55324,0.5745,keswani
94176,1121.95,433.87,276.37,0.7709,95799,0.7207,besni
58164,874.04,321.04,230.68,0.6955,59086,0.8625,keswani
87881,1112.34,406.21,275.46,0.7349,89541,0.7537,besni
62566,936.03,378.89,210.25,0.8319,63196,0.6806,keswani
63214,931.47,366.34,219.7,0.8002,63471,0.8133,besni
45396,770.86,288.49,200.35,0.7195,45748,0.707,keswani
75640,1070.71,429.24,224.36,0.8525,76325,0.617,besni
70930,989.71,390.8,231.09,0.8064,71894,0.794,keswani
124193,1321.78,527.26,299.91,0.8225,124869,0.6668,besni
79002,1045.14,397.22,253.23,0.7704,79629,0.6543,keswani
85291,1164.36,487.31,222.85,0.8893,86304,0.7273,besni
47155,820.1,326.45,183.91,0.8262,47583,0.6942,keswani
81407,1134.91,474.62,218.39,0.8879,81772,0.7746,besni
89357,1089,409.34,277.94,0.7341,89525,0.7319,keswani
81515,1079.54,418.31,248.12,0.8051,81797,0.6261,besni
62155,968.12,398.05,198.82,0.8663,63132,0.646,keswani
97485,1222.89,503.44,246.55,0.8719,99532,0.6861,besni
74427,1020.93,412.21,229.89,0.83,75083,0.7633,keswani
94679,1141.04,451.84,266.79,0.8071,96648,0.7715,besni
60876,894.9,348.86,222.18,0.771,61730,0.7204,keswani
57002,936.95,385.9,188.07,0.8732,57734,0.6692,besni
70042,952.91,357.25,249.63,0.7154,70624,0.6927,keswani
50447,888.33,367.55,174.75,0.8797,51394,0.6837,besni
55435,896.4,348.59,202.47,0.814,55943,0.6738,keswani
90230,1144.63,447.32,256.83,0.8187,92014,0.7231,besni
78322,1047.23,420.89,236.94,0.8265,78925,0.6441,keswani
45250,845.81,352.91,163.26,0.8866,45589,0.6281,besni
76181,1029.68,408.83,237.25,0.8144,77221,0.7914,keswani
107019,1211.71,487.08,279.75,0.8186,108395,0.6947,besni
56650,875.32,344.1,209.62,0.793,56892,0.6059,keswani
75680,1036.09,419.2,229.86,0.8363,76067,0.7106,besni
65998,947.16,378.49,222.02,0.8099,66471,0.6337,keswani
61824,967.02,399.29,197.14,0.8696,62223,0.6306,besni
64494,947.03,362.6,226.47,0.781,65679,0.7647,keswani
78444,1120.43,470.7,212.19,0.8926,80230,0.6374,besni
55879,867.98,346.38,205.4,0.8052,56880,0.6886,keswani
88842,1161.52,474.61,238.34,0.8648,89216,0.6247,besni
78086,1028.8,384.04,258.88,0.7386,78278,0.6837,keswani
119790,1302.85,511.83,297.99,0.813,122393,0.6997,besni
66493,948.06,368.25,229.9,0.7812,68548,0.6358,keswani
78345,1068.93,436.77,228.38,0.8524,78903,0.7619,besni
75337,1020.03,409.73,234.11,0.8207,75630,0.7402,keswani
75808,1079.38,447.01,215.93,0.8756,75821,0.7346,besni
55232,904.54,362.51,193.99,0.8448,56163,0.685,keswani
118186,1393.5,592.19,254.11,0.9033,121444,0.6895,besni
70644,970.25,368.8,243.89,0.7501,71203,0.7521,keswani
84431,1170.5,506.54,212.23,0.908,85157,0.673,besni
62016,939.39,380.28,207.64,0.8378,63763,0.6972,keswani
60105,953.58,401.66,190.53,0.8803,60548,0.6521,besni
56589,881.8,344.59,209.09,0.7949,57241,0.6769,keswani
100391,1223.2,506.3,252.46,0.8668,101900,0.7243,besni
68660,1007.04,411.91,212.23,0.8571,69186,0.6471,keswani
106601,1245.64,498.82,272.1,0.8381,108103,0.6554,besni
73138,1051.02,424.32,219.46,0.8559,74693,0.6867,keswani
82922,1088.99,454.72,232.18,0.8598,82934,0.7753,besni
49419,849.46,345.4,182.17,0.8496,50287,0.7309,keswani
77780,1057.93,432.92,228.75,0.849,80008,0.6748,besni
67217,970.07,381,224.63,0.8077,67530,0.7717,keswani
90475,1161.65,461.47,249.63,0.8411,91504,0.6907,besni
56186,920.78,392.28,182.37,0.8854,56802,0.6953,keswani
114304,1357.33,571.75,254.55,0.8954,115882,0.6949,besni
64988,971.75,388.56,212.96,0.8364,66091,0.674,keswani
109565,1281.84,528.65,263.89,0.8665,111253,0.6687,besni
63796,958.24,382.85,212.16,0.8324,64825,0.6681,keswani
46520,842.02,360.46,164.32,0.8901,47186,0.7231,besni
49349,806.19,305.24,205.85,0.7384,49444,0.712,keswani
103030,1244.2,518.25,253.12,0.8726,105143,0.6698,besni
60335,895.41,326.67,235.17,0.6941,60710,0.7741,keswani
90511,1129,456.01,252.72,0.8324,91845,0.6866,besni
57691,908.23,361.1,203.42,0.8262,58745,0.6761,keswani
85794,1139.87,469.28,232.78,0.8683,87023,0.716,besni
58692,878.91,340.42,219.52,0.7643,58965,0.6634,keswani
107820,1249.4,499.62,274.77,0.8352,110130,0.7339,besni
53220,849.26,326.16,207.76,0.7709,53836,0.7331,keswani
104058,1210.7,500.45,264.74,0.8486,105708,0.7121,besni
63874,919.49,338.9,239.97,0.7061,65039,0.6472,keswani
91167,1168.56,483.66,240,0.8682,92372,0.7216,besni
65692,941.13,365.08,229.1,0.7786,66336,0.6628,keswani
72897,1053.66,436.95,212.41,0.8739,73561,0.706,besni
54419,862.48,340.15,203.7,0.8009,55832,0.7324,keswani
74390,1024.63,410.88,230.52,0.8278,75613,0.656,besni
77575,1021.41,374.59,263.68,0.7103,78462,0.6925,keswani
121271,1344.46,537.28,287.38,0.8449,124875,0.7241,besni
60464,913.32,376.63,204.4,0.8399,61533,0.6761,keswani
60596,966.23,397.96,193.87,0.8733,61263,0.7292,besni
56620,892.62,364.49,197.79,0.84,57404,0.734,keswani
83881,1111.06,448.21,238.28,0.847,85058,0.7058,besni
49646,862.9,353.87,178.63,0.8632,50272,0.6395,keswani
81912,1089.02,448.67,232.45,0.8553,83498,0.7245,besni
75014,1006.8,401.43,237.93,0.8054,75676,0.6595,keswani
111175,1238.93,491.25,288.15,0.8099,111192,0.8272,besni
64835,907.17,306.7,269.16,0.4794,65748,0.7175,keswani
78741,1044.08,430.22,233.04,0.8406,80300,0.7102,besni
51818,823.92,281.54,234.34,0.5542,52126,0.7213,keswani
85720,1084.18,439.17,248.52,0.8245,87856,0.7266,besni
59442,935.41,379.21,199.58,0.8503,59649,0.715,keswani
88053,1071.63,391.6,286.29,0.6823,88196,0.675,besni
60887,969.41,411.28,188.49,0.8888,60909,0.7316,keswani
61105,978.72,407.73,190.82,0.8837,61190,0.7084,besni
60368,957.53,385.99,199.13,0.8566,61062,0.7567,keswani
56091,906.82,376.24,189.82,0.8634,57048,0.5988,besni
53892,879.9,342.56,200.31,0.8112,54254,0.6683,keswani
133123,1399.22,583.39,290.54,0.8672,135603,0.7062,besni
40092,736.73,301.49,169.31,0.8274,40389,0.6537,keswani
93335,1156.65,471.83,251.87,0.8456,95004,0.7893,besni
56559,867.37,318.97,225.77,0.7064,57072,0.6382,keswani
74686,1078.13,454.55,209.2,0.8878,75328,0.6899,besni
64698,991.36,413.74,199.1,0.8766,65455,0.7142,keswani
77295,1094.2,455.32,216.15,0.8801,78131,0.5936,besni
77045,1116.85,467.23,209.96,0.8933,78296,0.7788,keswani
100428,1185.34,453.65,281.86,0.7836,101724,0.6487,besni
60486,885.77,331.16,232.56,0.7119,62347,0.7061,keswani
80085,1083.22,438.97,232.29,0.8485,82044,0.6334,besni
60878,947.46,390.48,198.51,0.8611,61511,0.6934,keswani
82696,1114.25,465.2,226.34,0.8737,83462,0.7801,besni
64164,961.57,381.46,214.17,0.8275,64852,0.6896,keswani
88498,1126.12,453.1,248.68,0.8359,90354,0.6883,besni
52346,836.82,321.85,207.08,0.7655,53681,0.7288,keswani
87979,1192.94,504.27,222.14,0.8977,89834,0.6241,besni
55973,873.69,331.12,215.23,0.7599,56562,0.604,keswani
59067,920.01,361.83,207.85,0.8185,59611,0.628,besni
46308,781.77,297.02,198.5,0.7439,46893,0.6289,keswani
73109,1079.77,464.81,200.27,0.9024,73819,0.7426,besni
49255,817.41,312.15,200.91,0.7654,49771,0.6668,keswani
73881,1055.64,451.93,208.15,0.8876,75225,0.7342,besni
55126,839.54,300.57,233.52,0.6296,55187,0.6585,keswani
79521,1081.71,436.63,231.89,0.8473,79664,0.6348,besni
52715,911.64,369.77,181.52,0.8712,53328,0.6969,keswani
90860,1207.21,514.18,224.99,0.8992,91163,0.6907,besni
65605,982.45,398.59,209.56,0.8506,65662,0.669,keswani
109987,1209.23,474.34,295.23,0.7827,111920,0.7659,besni
62322,891.16,333.12,238.2,0.6991,62448,0.699,keswani
75073,1106.22,474.4,201.49,0.9053,76018,0.7039,besni
65913,929.76,336.8,249.18,0.6728,66735,0.8389,keswani
98850,1193.12,489.45,257.14,0.8509,100712,0.7548,besni
75085,1080.13,454.18,210.49,0.8861,75546,0.6983,keswani
53557,897.59,376.17,181.28,0.8762,54363,0.6831,besni
52685,824.08,302.98,221.4,0.6827,54223,0.7937,keswani
116283,1314.64,531.85,278.38,0.8521,117188,0.6937,besni
69151,981.79,379.31,232.12,0.7909,69894,0.7033,keswani
89360,1169.29,484.15,235,0.8743,90196,0.776,besni
51668,825.76,319.5,205.91,0.7646,52819,0.749,keswani
76467,1082.65,465.08,209.34,0.893,76622,0.6979,besni
54294,856.08,327.34,211.19,0.764,55518,0.6832,keswani
123397,1387.85,569.14,276.05,0.8745,124753,0.6399,besni
62889,911.18,358.32,223.47,0.7817,63952,0.6477,keswani
56158,923.78,386.02,185.23,0.8774,57164,0.7464,besni
70777,981.58,365.31,246.68,0.7376,72892,0.594,keswani
90477,1137.17,445.45,258.61,0.8142,90698,0.6197,besni
56337,857.65,295.09,243.08,0.567,57549,0.6863,keswani
69492,989.16,388.44,227.78,0.81,69910,0.8175,besni
69212,1011.14,407.34,216.34,0.8473,69241,0.6529,keswani
107771,1244.35,503.59,272.48,0.841,108840,0.7533,besni
74308,1011.57,394.41,239.88,0.7938,74495,0.6603,keswani
94044,1224.8,511.89,233.92,0.8895,95846,0.7249,besni
66526,933.97,347.6,243.68,0.7131,67679,0.7025,keswani
108772,1290.58,549.73,251.93,0.8888,109810,0.7779,besni
70037,1001.34,401.76,221.96,0.8335,70548,0.6813,keswani
67766,1013.18,426.57,202.27,0.8804,68090,0.7819,besni
76677,985,355.6,274.55,0.6355,77247,0.7214,keswani
55281,925.99,381.65,184.43,0.8755,55689,0.7325,besni
60952,929.98,369.26,210.17,0.8222,61976,0.771,keswani
88594,1153.8,500.95,225.18,0.8933,88959,0.6858,besni
58664,931.27,374.09,199.66,0.8457,59491,0.6656,keswani
69514,1002.03,401.26,220.57,0.8354,70090,0.639,besni
59448,905.79,341.9,221.38,0.7621,59836,0.7763,keswani
70111,1003.84,402.62,221.72,0.8347,71005,0.7135,besni
56451,908.36,365.65,196.57,0.8432,57774,0.7304,keswani
71483,1003.94,388.5,234.27,0.7977,72622,0.7643,besni
45283,816.94,327.07,176.28,0.8423,45383,0.7604,keswani
102908,1258.5,520.44,251.76,0.8752,104341,0.64,besni
78301,1030.77,394.49,252.72,0.7678,78990,0.6972,keswani
64976,1020.78,422.48,195.82,0.8861,66029,0.7375,besni
73031,1033.13,411.85,225.78,0.8363,73712,0.6251,keswani
80488,1080.24,437.21,234.4,0.8441,82168,0.7592,besni
59081,905.3,346.39,217.17,0.7791,60116,0.7199,keswani
73051,1110.21,477.34,194.86,0.9129,73967,0.7235,besni
50139,818.34,302.51,211.03,0.7165,50975,0.7077,keswani
43319,773.4,304.86,180.92,0.8049,43748,0.6342,besni
83133,1067.26,414.03,255.65,0.7866,84163,0.6444,keswani
79185,1033.28,414.64,243.15,0.81,81075,0.7381,besni
62896,907.57,340.57,235.14,0.7234,64284,0.6675,keswani
75073,1085.62,461.98,206.9,0.8941,75557,0.7533,besni
59796,900,350.71,217.09,0.7854,60428,0.6575,keswani
114681,1349.78,570.91,255.76,0.894,116815,0.6405,besni
50012,815.87,314.84,202.25,0.7664,51254,0.7558,keswani
97832,1252.77,518.78,240.11,0.8864,100471,0.7976,besni
62040,915.09,356.81,221.38,0.7842,62638,0.6357,keswani
100338,1207.82,482.19,264.95,0.8355,102597,0.7027,besni
70967,1006.98,408.71,221.08,0.8411,71586,0.7308,keswani
88924,1140.3,456.79,247.86,0.84,89417,0.7273,besni
54159,828.81,298.6,230.94,0.6339,54277,0.759,keswani
82975,1144.68,473.95,222.91,0.8825,84917,0.7623,besni
61445,942.24,373.98,209.19,0.8289,61780,0.6691,keswani
87642,1104.91,466.25,239.34,0.8582,88481,0.602,besni
59750,888.88,336.25,226.24,0.7398,60735,0.6217,keswani
82086,1075.29,429.98,243.07,0.8249,83032,0.7104,besni
61108,890.82,339.66,229.07,0.7384,61720,0.6512,keswani
97825,1184.97,460.81,270.3,0.8099,99536,0.7081,besni
57626,855.69,319.82,229.42,0.6967,57840,0.6788,keswani
83581,1126.58,475.36,223.87,0.8822,84949,0.6991,besni
57858,870.72,344.83,213.63,0.785,59462,0.7468,keswani
125791,1405.32,592.26,270.43,0.8897,125999,0.6964,besni
56563,902.13,374.24,192.44,0.8577,56776,0.6273,keswani
48000,843.47,350.1,174.57,0.8668,48175,0.7713,besni
60350,933.3,394.34,194.86,0.8694,60414,0.6845,keswani
93622,1190.56,488.21,244.16,0.866,94737,0.6437,besni
61067,914.04,364.02,213.6,0.8098,61461,0.6904,keswani
80477,1071.15,418.79,244.68,0.8116,81095,0.6777,besni
72493,1028.46,427.38,215.97,0.8629,73641,0.6281,keswani
84337,1085.4,423.43,253.6,0.8008,85256,0.6628,besni
55892,871.67,340.3,209.12,0.7889,56334,0.6442,keswani
75838,1089.07,455.42,212.02,0.885,75946,0.6872,besni
54978,849.84,319.44,219.13,0.7276,55450,0.7057,keswani
55782,955.07,400.06,177.53,0.8961,56954,0.7152,besni
54217,829.05,301.91,228.65,0.653,55809,0.7956,keswani
111736,1249.95,496.4,286.6,0.8165,113017,0.6203,besni
64409,948.01,371.38,220.82,0.804,65189,0.5504,keswani
90657,1119.27,452.26,255.22,0.8255,91134,0.6682,besni
54136,880.78,357.36,192.88,0.8418,54197,0.6803,keswani
81675,1097.34,453.5,229.31,0.8627,82664,0.7172,besni
71733,989.5,390.66,233.79,0.8012,71804,0.6999,keswani
84799,1106.18,438.66,246.13,0.8278,84878,0.6759,besni
68595,959.55,355.36,245.77,0.7223,69154,0.7679,keswani
74710,1072.52,451.78,210.55,0.8848,75855,0.7561,besni
67775,956.01,371.39,232.35,0.7801,69304,0.7396,keswani
76492,1037.55,419.31,232.27,0.8326,77581,0.7302,besni
57611,883.85,339.08,216.33,0.7701,59000,0.6902,keswani
88968,1159.96,487.73,232.25,0.8793,90481,0.7655,besni
56965,897.31,353.41,205.23,0.8141,57184,0.7126,keswani
72465,1042.43,437.13,211.07,0.8757,74012,0.7341,besni
53538,839.85,296.59,229.84,0.632,54798,0.6463,keswani
111575,1302.77,547.15,259.64,0.8802,112181,0.7379,besni
59095,889.57,339.35,221.73,0.757,59374,0.698,keswani
81553,1124.19,484.38,214.37,0.8967,82106,0.7082,besni
76464,1015.49,389.25,250.11,0.7662,76926,0.6406,keswani
72756,1064.8,452.94,204.52,0.8922,74187,0.7387,besni
85449,1130.54,469.49,231.74,0.8697,85631,0.7993,keswani
122179,1353.86,551.33,282.16,0.8591,122723,0.724,besni
47155,809.45,327.5,183.32,0.8287,47658,0.6449,keswani
84512,1169.93,495.45,217.18,0.8988,85709,0.6829,besni
80132,1038.97,403.66,252.76,0.7797,80605,0.7896,keswani
84796,1111.64,447.63,241.19,0.8424,86372,0.6595,besni
46113,778.33,277.02,211.95,0.6439,46921,0.602,keswani
69250,978.8,392.25,224.78,0.8195,69265,0.7431,besni
66174,956.97,367.77,229.1,0.7823,66907,0.7583,keswani
85900,1067.3,402.28,271.88,0.737,86903,0.7517,besni
53488,868.06,341.94,199.17,0.8129,53915,0.6596,keswani
93410,1240.3,532.28,223.44,0.9076,94266,0.6343,besni
66057,978.76,398.38,211.12,0.848,66792,0.7806,keswani
50552,854.48,353.09,182.29,0.8564,51162,0.6789,besni
67858,995.91,396.52,217.89,0.8355,69486,0.7387,keswani
64256,992.1,423.63,193.12,0.89,65748,0.7475,besni
53422,846.46,321.17,211.79,0.7518,54232,0.6743,keswani
102704,1157.26,442.69,295.39,0.7448,105159,0.6178,besni
61346,922.82,350.09,223.11,0.7706,61756,0.5663,keswani
110410,1312.89,524.8,267.87,0.8599,110767,0.7395,besni
65713,970.59,382.65,218.66,0.8206,67110,0.664,keswani
80689,1076.76,437.75,234.69,0.8441,81807,0.6961,besni
59715,902.91,348.06,218.44,0.7785,61428,0.6679,keswani
97005,1154.38,444.58,277.81,0.7807,97042,0.6851,besni
57188,891.61,357.63,203.6,0.8221,58225,0.7351,keswani
100919,1250.02,521.54,246.38,0.8814,102525,0.713,besni
74209,1022.46,425.75,221.93,0.8534,75269,0.741,keswani
60754,881.6,339.36,227.94,0.7408,61564,0.8084,besni
65558,939.95,374.91,222.64,0.8046,65960,0.7748,keswani
91047,1144.03,475.42,243.84,0.8585,92345,0.7277,besni
74550,1002.17,379.53,250.1,0.7522,75525,0.613,keswani
53386,826.43,329.16,206.5,0.7787,54095,0.7582,besni
63230,916.98,358.05,224.85,0.7782,63443,0.8,keswani
81214,1098.69,460.45,224.57,0.873,83441,0.7028,besni
66482,967.09,358.58,236.06,0.7527,67093,0.6674,keswani
100082,1292.53,541.01,235.54,0.9003,101073,0.6333,besni
63722,910.63,323.37,250.9,0.6309,63779,0.6175,keswani
100736,1242.27,527.63,243.09,0.8875,101986,0.6312,besni
83215,1050.84,400.46,264.57,0.7507,84088,0.7083,keswani
112998,1279.74,532.17,270.35,0.8614,113233,0.6627,besni
54033,838.68,315.37,218.15,0.7222,54158,0.7794,keswani
76675,1082,448.26,217.79,0.874,76815,0.6483,besni
66576,925.26,352.19,240.69,0.73,67470,0.6612,keswani
50267,849.65,343.25,186.46,0.8396,50521,0.7273,besni
51254,817.06,288.64,226.09,0.6216,51366,0.6524,keswani
105314,1245.1,509.75,263.05,0.8566,106892,0.8225,besni
71564,1036.06,425.19,214.3,0.8637,72684,0.7356,keswani
118264,1312.5,526.86,285.81,0.8401,120137,0.7366,besni
67810,982.89,386.61,223.32,0.8163,68798,0.6506,keswani
80904,1096.32,450.56,228.63,0.8617,81994,0.6897,besni
51782,868.48,338.98,194.5,0.819,52027,0.7028,keswani
57798,942.64,399.25,184.32,0.887,58739,0.6422,besni
64774,920.63,349.41,236.04,0.7373,65739,0.6872,keswani
78302,1023.19,385.87,258.37,0.7428,78762,0.6877,besni
69180,960.93,374.52,235.19,0.7782,70299,0.739,keswani
123799,1402.62,596.72,264.15,0.8967,126411,0.7517,besni
63383,915.24,340.93,236.71,0.7197,64523,0.6795,keswani
70443,996.42,402.94,222.59,0.8336,72053,0.6454,besni
73084,1059.68,435.13,213.85,0.8709,74063,0.7311,keswani
68557,1043.2,447.06,195.25,0.8996,69572,0.6921,besni
71676,989.43,396.98,229.89,0.8153,72800,0.6612,keswani
77686,1020.84,401.95,246.08,0.7907,79080,0.6883,besni
46638,810.47,312.52,190.01,0.7939,47196,0.7283,keswani
80721,1074.07,443.86,231.55,0.8531,81971,0.7533,besni
74358,1000.91,377.2,250.99,0.7465,75207,0.7401,keswani
113633,1321.25,545.96,265,0.8743,115876,0.7056,besni
52167,801.24,265.34,250.33,0.3316,52273,0.7541,keswani
79016,1086.03,443.04,227.08,0.8587,80016,0.6961,besni
45821,758.74,278.42,209.54,0.6585,46518,0.7067,keswani
71245,1034.24,430.74,210.59,0.8723,72276,0.6685,besni
64586,940.43,372.82,220.57,0.8062,65601,0.7129,keswani
84955,1121.34,469.34,230.47,0.8711,85570,0.7617,besni
61581,913.36,348.25,225.14,0.7629,61778,0.6995,keswani
83912,1062.22,414.3,257.88,0.7827,86449,0.636,besni
60735,941.11,382.48,202.18,0.8489,62047,0.8495,keswani
110024,1266.04,516.55,271.2,0.8511,110028,0.7164,besni
42521,805.72,332.11,163.02,0.8712,42796,0.6486,keswani
73237,1044.8,443.95,210.04,0.881,73342,0.659,besni
59262,922.2,366.32,205.98,0.8269,59572,0.7604,keswani
97198,1205.77,483.4,256.01,0.8482,98468,0.7555,besni
69899,994.14,387.68,229.57,0.8058,70807,0.7271,keswani
102017,1207.01,519.62,249.98,0.8767,102324,0.6816,besni
76218,1094.21,457.57,212.08,0.8861,77626,0.8016,keswani
84368,1070.58,412.76,260.25,0.7762,84582,0.7697,besni
78937,999.94,359.12,279.87,0.6266,79838,0.7147,keswani
111596,1206.7,475.86,298.59,0.7786,112633,0.7186,besni
75459,992.96,354.7,270.87,0.6456,76483,0.6581,keswani
85483,1142.85,484.78,224.51,0.8863,85780,0.5834,besni
68247,956.56,366.04,237.39,0.7612,68605,0.7557,keswani
85864,1077.16,418.71,261.1,0.7818,86995,0.6945,besni
73492,967.71,354.93,263.63,0.6695,74111,0.6541,keswani
94115,1160.1,459,261.07,0.8225,95224,0.7673,besni
72317,997.25,401.44,229.37,0.8207,74472,0.7556,keswani
96962,1269.54,549.16,224.81,0.9124,98415,0.6546,besni
64290,914.57,355.57,230.21,0.7621,64639,0.68,keswani
83925,1109.45,452.12,236.35,0.8525,84717,0.7779,besni
61694,914.65,362.56,216.66,0.8018,63097,0.679,keswani
89876,1205.31,505.56,226.35,0.8942,90682,0.6564,besni
46368,859.4,363.54,162.39,0.8947,46662,0.6165,keswani
83971,1140.45,475.93,224.65,0.8816,85842,0.6917,besni
46655,795.27,316.04,187.96,0.8039,46968,0.6422,keswani
65492,940.84,362.11,230.28,0.7717,65876,0.6758,besni
69550,964.76,360.81,245.43,0.733,69601,0.6137,keswani
65426,1023.52,428.09,194.59,0.8907,66602,0.7495,besni
82378,1067.03,413.1,253.91,0.7888,82515,0.6304,keswani
84712,1083.15,440.17,245.04,0.8307,87147,0.7386,besni
60734,911,342.36,225.87,0.7515,61363,0.8455,keswani
99447,1192.54,472.4,268.04,0.8234,100327,0.6767,besni
67287,949.08,369.58,231.81,0.7788,68648,0.712,keswani
54340,880.17,356.5,194.08,0.8388,54602,0.6371,besni
64582,937.98,364.03,225.88,0.7842,64858,0.7089,keswani
104985,1216.9,499.25,267.75,0.844,106871,0.6929,besni
76977,1037.49,404.07,242.55,0.7998,77935,0.7433,keswani
70961,1036.12,423.63,213.28,0.864,71864,0.7786,besni
52679,832.91,302.2,221.95,0.6786,52840,0.6768,keswani
73967,1080.23,439.71,214.18,0.8734,74540,0.7333,besni
52392,835.36,312.01,213.8,0.7283,53476,0.6659,keswani
97306,1163.19,445.96,277.81,0.7823,99146,0.6159,besni
67105,975.68,386.38,221.13,0.82,67619,0.684,keswani
76203,1054.7,430.07,225.6,0.8514,77176,0.7445,besni
80369,1027.17,387.2,264.28,0.7309,82205,0.7224,keswani
73647,1006.83,386.71,242.48,0.779,74135,0.6988,besni
72497,974.37,351.25,262.79,0.6635,73627,0.7519,keswani
76882,1029.4,410.54,238.44,0.8141,77102,0.6988,besni
82086,1055.79,388.54,268.99,0.7216,82629,0.7164,keswani
54743,878.99,351.02,198.57,0.8246,55769,0.6473,besni
76340,1012.54,396.63,245.06,0.7863,78025,0.6781,keswani
100148,1292.3,536.71,237.58,0.8967,102989,0.7044,besni
77726,1040.56,397.74,248.81,0.7802,78072,0.8125,keswani
90205,1185.34,492.53,233.19,0.8808,90301,0.6281,besni
53949,868.47,335.97,204.45,0.7935,54869,0.6959,keswani
95905,1249.36,541.99,225.3,0.9095,96621,0.8054,besni
71054,962.63,369.18,245.05,0.7479,71704,0.6639,keswani
77090,1081.59,442.92,221.61,0.8658,77998,0.6564,besni
39192,752.66,304.77,163.74,0.8434,39795,0.738,keswani
89703,1197.25,500.62,228.15,0.8901,91739,0.8024,besni
65293,970.53,384.11,216.44,0.8261,66734,0.7876,keswani
105065,1281.62,539.89,247.78,0.8885,107280,0.7025,besni
42273,752.48,304.19,176.94,0.8134,42369,0.7524,keswani
89763,1106.95,431.79,264.69,0.7901,91569,0.8003,besni
64849,949.51,365.53,225.89,0.7862,66185,0.6422,keswani
104802,1190.46,457.02,291.97,0.7693,106443,0.6752,besni
87518,1091.91,416.49,267.55,0.7664,88126,0.7295,keswani
79470,1131.53,475.42,212.83,0.8942,80512,0.6513,besni
77969,1083.18,446.68,222.25,0.8674,79356,0.7046,keswani
105317,1241.66,501.35,267.46,0.8458,106033,0.8112,besni
56782,874.73,352.94,204.84,0.8143,57250,0.7355,keswani
110530,1253.35,482.18,291.87,0.796,111364,0.6735,besni
69255,942.05,342.04,257.8,0.6572,69780,0.6962,keswani
106312,1246.8,500.14,270.65,0.8409,107077,0.744,besni
79720,1060.69,421.94,240.56,0.8215,80609,0.6449,keswani
83474,1122.35,480.18,221.34,0.8874,84383,0.7188,besni
53178,840.8,300.69,225.18,0.6627,54448,0.798,keswani
84269,1150.97,480.6,223.25,0.8856,84775,0.7355,besni
69667,955.84,337.21,263.05,0.6257,70522,0.7029,keswani
76509,1038.17,404.18,241.02,0.8027,78859,0.6726,besni
56634,871.12,316.28,227.99,0.6931,57979,0.7433,keswani
95608,1168.21,467.88,260.18,0.8311,96371,0.6846,besni
38605,745.37,283.5,173.38,0.7912,38721,0.6847,keswani
61506,966.68,390.94,200.32,0.8587,62368,0.7793,besni
62079,912.35,338.39,233.58,0.7235,62381,0.7395,keswani
72683,1014.35,406.62,227.59,0.8287,74190,0.7401,besni
63388,918.52,337.85,238.88,0.7072,63906,0.62,keswani
94452,1200.42,499.34,240.83,0.876,95616,0.7813,besni
64825,926.17,335.11,246.3,0.6781,65349,0.6564,keswani
119710,1343.77,557.89,273.21,0.8719,122212,0.7398,besni
61360,916.6,361.72,215.99,0.8021,62178,0.7109,keswani
92208,1132.57,456.66,257.09,0.8265,93353,0.7673,besni
60273,911.21,348.67,220.1,0.7756,60416,0.7297,keswani
102047,1205.46,493.17,263.46,0.8453,102361,0.7202,besni
66534,986.12,401.62,210.93,0.851,67487,0.757,keswani
95328,1173.81,463.89,261.64,0.8258,96108,0.6772,besni
51110,878.59,350.85,185.48,0.8488,51139,0.653,keswani
100755,1215.97,500.42,256.36,0.8588,102751,0.6443,besni
36900,691.46,248.7,188.91,0.6504,37081,0.6309,keswani
75020,1036.42,419.81,227.53,0.8404,75090,0.7535,besni
58459,912.31,367.62,202.47,0.8347,59592,0.7361,keswani
53534,897.03,365.27,186.6,0.8597,54644,0.7033,besni
53268,828.6,295.87,229.23,0.6323,54531,0.7413,keswani
94933,1185.8,470.89,256.69,0.8384,95905,0.6968,besni
68725,1010.31,401.86,217.75,0.8405,69834,0.6847,keswani
87971,1121.54,438.19,255.61,0.8122,89416,0.7547,besni
58064,941.18,387.13,190.97,0.8699,58971,0.7748,keswani
92061,1162.29,481.89,243.24,0.8633,94686,0.7722,besni
48340,805.51,302.49,203.47,0.7399,48989,0.7014,keswani
89000,1163.38,493.55,229.6,0.8852,90852,0.713,besni
57248,921.17,390.2,186.8,0.878,57902,0.6972,keswani
76563,1071.11,446.27,218.44,0.872,76774,0.6303,besni
68011,993.38,410.2,211.1,0.8574,68157,0.724,keswani
56249,930.06,396.54,180.61,0.8903,56721,0.7579,besni
63807,936.07,361.46,224.76,0.7832,63871,0.5908,keswani
77360,1064.32,437.68,225.05,0.8577,77906,0.6709,besni
59568,888.89,306.66,247.32,0.5912,59595,0.7204,keswani
96177,1141.84,441.04,277.65,0.777,96612,0.682,besni
