payment_id,date,vendor,category,amount
P00515,2024-03-28,"Gilder Travel",materials,34.54
P00516,2024-03-05,"Fenwick Legal",materials,469.52
P00517,2024-12-17,"Fenwick Legal",software,19689.25
P00518,2024-09-27,"Ember IT",software,9748.58
P00519,2024-02-03,"Alder Supply",logistics,48885.79
P00520,2024-12-15,"Brant Logistics",materials,7672.37
P00521,2024-02-03,"Brant Logistics",services,31.98
P00522,2024-07-18,"Gilder Travel",services,3514.86
P00523,2024-04-27,"Gilder Travel",software,937.38
P00524,2024-11-21,"Harlow Print",logistics,10393.78
P00525,2024-11-05,"Harlow Print",software,995.85
P00526,2024-07-24,"Delvin Facilities",software,153046.27
P00527,2024-02-08,"Brant Logistics",logistics,126933.51
P00528,2024-01-17,"Ember IT",facilities,3606.48
P00529,2024-02-14,"Brant Logistics",software,8522.08
P00530,2024-03-14,"Ember IT",facilities,9342.45
P00531,2024-09-30,"Alder Supply",facilities,237.64
P00532,2024-10-04,"Ember IT",materials,58822.4
P00533,2024-09-26,"Ember IT",logistics,6621
P00534,2024-01-16,"Delvin Facilities",logistics,239.91
P00535,2024-07-14,"Ember IT",software,87819.06
P00536,2024-09-10,"Harlow Print",software,50438.12
P00537,2024-07-05,"Brant Logistics",services,93.42
P00538,2024-12-21,"Ember IT",software,17748.02
P00539,2024-11-03,"Alder Supply",services,188.43
P00540,2024-11-06,"Alder Supply",software,3702.34
P00541,2024-08-13,"Alder Supply",software,4593.03
P00542,2024-12-18,"Harlow Print",logistics,482.41
P00543,2024-06-14,"Ember IT",logistics,9501.69
P00544,2024-05-24,"Fenwick Legal",materials,121421.57
P00545,2024-11-03,"Brant Logistics",logistics,10137.73
P00546,2024-02-10,"Harlow Print",facilities,24.81
P00547,2024-04-21,"Harlow Print",services,3526.16
P00548,2024-07-25,"Ember IT",facilities,9925.95
P00549,2024-09-09,"Brant Logistics",materials,164.56
P00550,2024-04-29,"Delvin Facilities",facilities,134.46
P00551,2024-04-18,"Corvin Media",software,5244
P00552,2024-10-11,"Ember IT",materials,9327.78
P00553,2024-03-27,"Corvin Media",software,26.95
P00554,2024-04-04,"Harlow Print",facilities,30.45
P00555,2024-07-29,"Delvin Facilities",materials,53.66
P00556,2024-09-15,"Alder Supply",facilities,43.04
P00557,2024-12-04,"Harlow Print",services,312.6
P00558,2024-12-11,"Alder Supply",logistics,299.01
P00559,2024-08-28,"Corvin Media",logistics,240.54
P00560,2024-01-02,"Brant Logistics",software,331.1
P00561,2024-10-15,"Fenwick Legal",logistics,13059.01
P00562,2024-03-31,"Alder Supply",materials,5084.86
P00563,2024-11-10,"Alder Supply",services,266.38
P00564,2024-10-07,"Fenwick Legal",services,233.15
P00565,2024-07-13,"Alder Supply",facilities,150.79
P00566,2024-06-22,"Ember IT",software,9751.35
P00567,2024-09-07,"Harlow Print",software,12507.95
P00568,2024-06-30,"Ember IT",software,9733.22
P00569,2024-06-27,"Alder Supply",software,20.1
P00570,2024-05-21,"Gilder Travel",facilities,172392.85
P00571,2024-08-04,"Corvin Media",software,5443.29
P00572,2024-10-10,"Ember IT",software,9186
P00573,2024-06-15,"Alder Supply",materials,20.02
P00574,2024-04-09,"Brant Logistics",materials,364.76
P00575,2024-05-09,"Alder Supply",services,3880.08
P00576,2024-10-02,"Alder Supply",software,2440.68
P00577,2024-08-29,"Delvin Facilities",materials,38.44
P00578,2024-05-22,"Delvin Facilities",logistics,147.83
P00579,2024-10-21,"Gilder Travel",software,2530.3
P00580,2024-04-13,"Fenwick Legal",materials,24.18
P00581,2024-01-01,"Brant Logistics",services,38966.88
P00582,2024-10-11,"Delvin Facilities",software,209.27
P00583,2024-12-07,"Delvin Facilities",materials,11648.93
P00584,2024-02-24,"Gilder Travel",facilities,71.73
P00585,2024-08-22,"Fenwick Legal",services,5394.18
P00586,2024-01-19,"Gilder Travel",services,68207.42
P00587,2024-01-17,"Ember IT",facilities,9681.05
P00588,2024-04-15,"Harlow Print",facilities,189.19
P00589,2024-12-07,"Ember IT",software,9154.76
P00590,2024-04-15,"Fenwick Legal",facilities,258.4
P00591,2024-09-16,"Alder Supply",facilities,20.66
P00592,2024-10-19,"Brant Logistics",facilities,49.7
P00593,2024-08-23,"Alder Supply",software,927.28
P00594,2024-10-01,"Fenwick Legal",services,418.94
P00595,2024-09-22,"Harlow Print",materials,34731.87
P00596,2024-05-28,"Harlow Print",services,5851.47
P00597,2024-09-02,"Delvin Facilities",services,4557.54
P00598,2024-10-20,"Gilder Travel",services,158857.04
P00599,2024-07-19,"Ember IT",services,9885.12
P00600,2024-01-20,"Delvin Facilities",materials,15639.84
P00601,2024-12-09,"Gilder Travel",logistics,500.05
P00602,2024-11-14,"Ember IT",materials,9210.99
P00603,2024-02-21,"Alder Supply",services,170985.53
P00604,2024-11-01,"Gilder Travel",materials,42332.11
P00605,2024-04-03,"Harlow Print",services,31.87
P00606,2024-07-10,"Ember IT",software,2272.09
P00607,2024-04-15,"Brant Logistics",logistics,31.55
P00608,2024-11-26,"Fenwick Legal",logistics,44.35
P00609,2024-04-07,"Delvin Facilities",logistics,77893.8
P00610,2024-04-12,"Gilder Travel",software,6226.26
P00611,2024-01-11,"Delvin Facilities",logistics,63.13
P00612,2024-03-09,"Ember IT",software,9173.12
P00613,2024-06-18,"Harlow Print",services,50.45
P00614,2024-02-03,"Ember IT",logistics,333.86
P00615,2024-09-29,"Harlow Print",logistics,272.39
P00616,2024-06-30,"Brant Logistics",software,39.42
P00617,2024-11-29,"Brant Logistics",facilities,207.44
P00618,2024-12-27,"Gilder Travel",software,4407.02
P00619,2024-04-08,"Alder Supply",logistics,5109.16
P00620,2024-11-08,"Harlow Print",services,30658.48
P00621,2024-04-05,"Gilder Travel",services,22109.87
P00622,2024-08-30,"Ember IT",services,687.46
P00623,2024-12-15,"Brant Logistics",services,152801.79
P00624,2024-07-11,"Ember IT",materials,9722.5
P00625,2024-11-28,"Harlow Print",materials,132040.66
P00626,2024-01-31,"Ember IT",services,1632.71
P00627,2024-11-18,"Delvin Facilities",software,13952.02
P00628,2024-12-07,"Gilder Travel",services,2053.63
P00629,2024-12-27,"Delvin Facilities",services,2077.46
P00630,2024-09-18,"Delvin Facilities",services,50.77
P00631,2024-03-28,"Corvin Media",services,60690.84
P00632,2024-05-13,"Delvin Facilities",materials,3855.2
P00633,2024-06-22,"Harlow Print",facilities,1092.5
P00634,2024-07-13,"Delvin Facilities",facilities,67
P00635,2024-05-13,"Corvin Media",facilities,99.84
P00636,2024-08-25,"Delvin Facilities",materials,1103.84
P00637,2024-04-11,"Alder Supply",services,3937.43
P00638,2024-06-01,"Gilder Travel",materials,56802.94
P00639,2024-08-13,"Delvin Facilities",services,8789.56
P00640,2024-09-05,"Gilder Travel",logistics,492.01
P00641,2024-07-06,"Brant Logistics",materials,1872.25
P00642,2024-03-19,"Brant Logistics",materials,8042.31
P00643,2024-08-03,"Harlow Print",services,40.69
P00644,2024-01-15,"Alder Supply",logistics,69071.34
P00645,2024-01-14,"Gilder Travel",services,39.38
P00646,2024-02-22,"Ember IT",services,9320.2
P00647,2024-03-21,"Gilder Travel",services,4070.47
P00648,2024-01-06,"Harlow Print",materials,7270.46
P00649,2024-05-07,"Gilder Travel",services,72.37
P00650,2024-12-27,"Ember IT",facilities,9723.88
P00651,2024-05-20,"Alder Supply",facilities,1467.53
P00652,2024-01-14,"Alder Supply",software,931.98
P00653,2024-12-19,"Fenwick Legal",logistics,10004.63
P00654,2024-08-29,"Ember IT",materials,9549.25
P00655,2024-12-03,"Fenwick Legal",services,142823.79
P00656,2024-07-06,"Brant Logistics",services,54.65
P00657,2024-01-31,"Harlow Print",logistics,112.07
P00658,2024-08-15,"Brant Logistics",logistics,42548.14
P00659,2024-09-04,"Gilder Travel",facilities,30.31
P00660,2024-10-16,"Ember IT",logistics,81.94
P00661,2024-04-17,"Harlow Print",software,1425.35
P00662,2024-09-25,"Delvin Facilities",logistics,77802.66
P00663,2024-01-07,"Harlow Print",materials,1482.41
P00664,2024-04-28,"Brant Logistics",facilities,88712.98
P00665,2024-01-24,"Alder Supply",materials,76.88
P00666,2024-04-29,"Fenwick Legal",software,100561.56
P00667,2024-07-23,"Alder Supply",materials,46041.34
P00668,2024-11-11,"Fenwick Legal",facilities,25394.02
P00669,2024-11-20,"Delvin Facilities",logistics,1820.86
P00670,2024-03-28,"Fenwick Legal",facilities,136.76
P00671,2024-02-12,"Fenwick Legal",logistics,146.87
P00672,2024-07-03,"Alder Supply",services,10401.38
P00673,2024-04-16,"Ember IT",software,9763.44
P00674,2024-09-11,"Delvin Facilities",services,12012
P00675,2024-03-27,"Brant Logistics",logistics,49.13
P00676,2024-09-15,"Brant Logistics",software,5500.3
P00677,2024-10-29,"Harlow Print",materials,39423.08
P00678,2024-11-20,"Fenwick Legal",materials,216.36
P00679,2024-12-25,"Delvin Facilities",logistics,58.05
P00680,2024-10-18,"Brant Logistics",logistics,76.18
P00681,2024-03-15,"Ember IT",facilities,9615.69
P00682,2024-10-19,"Corvin Media",logistics,13697.15
P00683,2024-11-14,"Gilder Travel",services,21799.07
P00684,2024-03-02,"Harlow Print",software,37076.23
P00685,2024-05-23,"Harlow Print",services,1005.71
P00686,2024-01-01,"Fenwick Legal",software,57256.89
P00687,2024-06-10,"Gilder Travel",facilities,1841.88
P00688,2024-04-10,"Delvin Facilities",software,32.93
P00689,2024-02-15,"Alder Supply",services,68203.03
P00690,2024-09-04,"Gilder Travel",facilities,1588.57
P00691,2024-09-27,"Fenwick Legal",services,50.71
P00692,2024-04-26,"Ember IT",facilities,9150.44
P00693,2024-07-03,"Delvin Facilities",logistics,89.17
P00694,2024-10-11,"Gilder Travel",materials,42.78
P00695,2024-04-23,"Brant Logistics",software,60.62
P00696,2024-06-19,"Fenwick Legal",facilities,32585.45
P00697,2024-04-25,"Alder Supply",logistics,247.49
P00698,2024-04-22,"Alder Supply",logistics,55202.77
P00699,2024-11-19,"Delvin Facilities",facilities,3066.11
P00700,2024-01-02,"Alder Supply",materials,120.46
P00701,2024-02-29,"Brant Logistics",logistics,540.55
P00702,2024-03-08,"Fenwick Legal",logistics,17864.07
P00703,2024-10-02,"Fenwick Legal",software,59.39
P00704,2024-04-03,"Ember IT",facilities,1838.85
P00705,2024-12-16,"Fenwick Legal",services,65.66
P00706,2024-07-09,"Corvin Media",facilities,1541.35
P00707,2024-01-02,"Delvin Facilities",software,54.81
P00708,2024-01-28,"Fenwick Legal",facilities,796.74
P00709,2024-06-13,"Fenwick Legal",facilities,1093.76
P00710,2024-12-08,"Harlow Print",facilities,4390.52
P00711,2024-06-16,"Harlow Print",logistics,35.79
P00712,2024-07-26,"Fenwick Legal",software,6645.62
P00713,2024-03-01,"Fenwick Legal",services,1305.2
P00714,2024-07-25,"Gilder Travel",facilities,42.52
P00715,2024-11-14,"Corvin Media",materials,14812.87
P00716,2024-08-31,"Delvin Facilities",materials,3086.22
P00717,2024-07-14,"Ember IT",software,177.51
P00718,2024-05-28,"Ember IT",materials,9396.25
P00719,2024-02-07,"Brant Logistics",facilities,177.84
P00720,2024-10-28,"Corvin Media",services,39.18
P00721,2024-06-09,"Delvin Facilities",services,90.75
P00722,2024-03-03,"Gilder Travel",logistics,152488.98
P00723,2024-06-16,"Harlow Print",software,1483.36
P00724,2024-08-05,"Alder Supply",software,2175.99
P00725,2024-02-18,"Gilder Travel",services,68.89
P00726,2024-05-21,"Ember IT",facilities,80628.59
P00727,2024-10-05,"Alder Supply",software,15116.86
P00728,2024-07-16,"Ember IT",materials,54352.3
P00729,2024-02-26,"Fenwick Legal",facilities,44092.89
P00730,2024-04-18,"Brant Logistics",materials,6018.83
P00731,2024-12-17,"Ember IT",materials,9662.81
P00732,2024-11-13,"Alder Supply",software,38834.11
P00733,2024-05-19,"Fenwick Legal",logistics,2767.28
P00734,2024-10-09,"Delvin Facilities",logistics,1492.48
P00735,2024-10-09,"Alder Supply",materials,5288.73
P00736,2024-04-06,"Harlow Print",facilities,45.93
P00737,2024-05-03,"Gilder Travel",logistics,985.46
P00738,2024-07-26,"Alder Supply",services,39.01
P00739,2024-04-09,"Ember IT",materials,9906.46
P00740,2024-01-15,"Fenwick Legal",facilities,27060.17
P00741,2024-07-26,"Alder Supply",logistics,448.93
P00742,2024-12-05,"Brant Logistics",materials,76.29
P00743,2024-10-14,"Harlow Print",materials,5027.16
P00744,2024-05-08,"Fenwick Legal",logistics,123469.35
P00745,2024-01-12,"Corvin Media",materials,36701.79
P00746,2024-05-24,"Brant Logistics",software,118316.91
P00747,2024-03-25,"Corvin Media",logistics,4683.44
P00748,2024-12-14,"Corvin Media",materials,32413.66
P00749,2024-08-08,"Delvin Facilities",materials,21.96
P00750,2024-12-27,"Harlow Print",materials,10899.04
P00751,2024-04-17,"Delvin Facilities",software,33.8
P00752,2024-07-23,"Gilder Travel",logistics,29.05
P00753,2024-07-22,"Delvin Facilities",software,18733.97
P00754,2024-03-20,"Brant Logistics",services,22.97
P00755,2024-12-15,"Corvin Media",facilities,84222.6
P00756,2024-07-01,"Alder Supply",materials,67.06
P00757,2024-06-29,"Corvin Media",facilities,144.92
P00758,2024-10-05,"Brant Logistics",logistics,28.45
P00759,2024-11-08,"Alder Supply",logistics,4085.1
P00760,2024-07-31,"Alder Supply",software,2963.18
P00761,2024-03-23,"Gilder Travel",facilities,402.08
P00762,2024-06-19,"Delvin Facilities",services,3096.78
P00763,2024-12-29,"Ember IT",software,9956.05
P00764,2024-05-18,"Alder Supply",materials,2984.85
P00765,2024-08-15,"Corvin Media",logistics,207.53
P00766,2024-06-24,"Alder Supply",services,32.68
P00767,2024-08-10,"Fenwick Legal",facilities,142631.48
P00768,2024-12-12,"Alder Supply",services,22.03
P00769,2024-08-11,"Delvin Facilities",materials,3911.97
P00770,2024-05-15,"Fenwick Legal",facilities,2148.61
P00771,2024-09-06,"Alder Supply",materials,34548.81
P00772,2024-12-10,"Alder Supply",materials,8627.37
P00773,2024-12-29,"Harlow Print",materials,107.86
P00774,2024-07-04,"Ember IT",software,60081.43
P00775,2024-03-12,"Alder Supply",services,50249.86
P00776,2024-06-29,"Corvin Media",facilities,473.44
P00777,2024-09-21,"Brant Logistics",logistics,122.19
P00778,2024-03-23,"Alder Supply",software,1414.11
P00779,2024-05-24,"Alder Supply",facilities,43334.66
P00780,2024-03-14,"Brant Logistics",facilities,5187.82
P00781,2024-09-15,"Brant Logistics",materials,2757.37
P00782,2024-02-26,"Delvin Facilities",software,60631.04
P00783,2024-10-12,"Fenwick Legal",software,4271.71
P00784,2024-02-23,"Harlow Print",facilities,2226.99
P00785,2024-07-20,"Corvin Media",logistics,2850.75
P00786,2024-08-10,"Brant Logistics",logistics,293.48
P00787,2024-09-11,"Brant Logistics",materials,342.12
P00788,2024-08-26,"Fenwick Legal",materials,2167.95
P00789,2024-07-06,"Corvin Media",software,138716.19
P00790,2024-07-11,"Brant Logistics",services,15061.87
P00791,2024-03-26,"Alder Supply",logistics,755.37
P00792,2024-11-16,"Fenwick Legal",materials,1539.79
P00793,2024-11-14,"Fenwick Legal",software,164.87
P00794,2024-08-13,"Brant Logistics",facilities,104.09
P00795,2024-09-14,"Delvin Facilities",facilities,11501.45
P00796,2024-11-10,"Gilder Travel",materials,613.47
P00797,2024-02-22,"Ember IT",software,9402.15
P00798,2024-02-03,"Delvin Facilities",materials,1107.67
P00799,2024-08-17,"Ember IT",materials,9132.13
P00800,2024-03-17,"Gilder Travel",logistics,2146.43
P00801,2024-02-28,"Brant Logistics",software,961.53
P00802,2024-12-08,"Fenwick Legal",logistics,356.69
P00803,2024-02-15,"Alder Supply",materials,1415.35
P00804,2024-07-21,"Fenwick Legal",software,62331.42
P00805,2024-05-07,"Brant Logistics",facilities,1568.06
P00806,2024-12-09,"Fenwick Legal",logistics,8619.6
P00807,2024-03-20,"Corvin Media",logistics,1920.42
P00808,2024-09-30,"Delvin Facilities",services,266.01
P00809,2024-03-17,"Brant Logistics",services,100.8
P00810,2024-05-28,"Corvin Media",facilities,27330.74
P00811,2024-01-06,"Brant Logistics",logistics,642.23
P00812,2024-01-21,"Fenwick Legal",software,5756.54
P00813,2024-08-11,"Ember IT",facilities,1837.69
P00814,2024-04-01,"Delvin Facilities",materials,358.86
P00815,2024-12-29,"Corvin Media",logistics,543.28
P00816,2024-07-19,"Harlow Print",services,40.29
P00817,2024-12-30,"Alder Supply",facilities,176.46
P00818,2024-04-08,"Fenwick Legal",logistics,1879.59
P00819,2024-07-27,"Alder Supply",materials,3494.61
P00820,2024-11-21,"Delvin Facilities",materials,357
P00821,2024-06-02,"Ember IT",software,9535.8
P00822,2024-12-21,"Fenwick Legal",logistics,10126.64
P00823,2024-10-05,"Ember IT",services,9806.58
P00824,2024-09-03,"Ember IT",materials,588.11
P00825,2024-10-16,"Fenwick Legal",logistics,89180.7
P00826,2024-10-11,"Fenwick Legal",logistics,45.88
P00827,2024-08-10,"Gilder Travel",services,24.82
P00828,2024-08-20,"Fenwick Legal",services,41.61
P00829,2024-09-12,"Alder Supply",software,18703.55
P00830,2024-07-19,"Brant Logistics",facilities,172618.09
P00831,2024-02-22,"Ember IT",facilities,1375.85
P00832,2024-07-16,"Fenwick Legal",materials,4058.67
P00833,2024-03-02,"Alder Supply",services,42108.24
P00834,2024-05-24,"Delvin Facilities",services,253.93
P00835,2024-05-09,"Gilder Travel",services,206.94
P00836,2024-10-02,"Delvin Facilities",software,157.02
P00837,2024-10-19,"Fenwick Legal",materials,169655.36
P00838,2024-02-01,"Ember IT",services,9352.12
P00839,2024-09-04,"Ember IT",logistics,9438.65
P00840,2024-11-20,"Brant Logistics",materials,2443.03
P00841,2024-01-06,"Harlow Print",software,145107.93
P00842,2024-11-10,"Fenwick Legal",services,2138.61
P00843,2024-08-18,"Alder Supply",services,945.17
P00844,2024-09-04,"Brant Logistics",services,549.46
P00845,2024-11-20,"Corvin Media",materials,5251.98
P00846,2024-12-14,"Brant Logistics",services,4078.77
P00847,2024-05-28,"Corvin Media",materials,40.32
P00848,2024-08-14,"Alder Supply",services,18463.29
P00849,2024-10-12,"Ember IT",software,9234.23
P00850,2024-04-26,"Brant Logistics",facilities,16752.31
P00851,2024-06-20,"Harlow Print",materials,98.19
P00852,2024-02-06,"Harlow Print",facilities,9662.68
P00853,2024-08-27,"Brant Logistics",materials,44.09
P00854,2024-08-18,"Ember IT",materials,1388.03
P00855,2024-11-15,"Gilder Travel",logistics,691.59
P00856,2024-05-18,"Alder Supply",materials,1739.07
P00857,2024-09-25,"Corvin Media",software,1268.13
P00858,2024-11-07,"Ember IT",services,1191.31
P00859,2024-05-13,"Alder Supply",facilities,18959.15
P00860,2024-12-23,"Corvin Media",services,61538.46
P00861,2024-08-09,"Harlow Print",facilities,1372.51
P00862,2024-07-01,"Brant Logistics",facilities,35653.9
P00863,2024-05-30,"Corvin Media",software,1022.09
P00864,2024-07-02,"Brant Logistics",facilities,538.05
P00865,2024-07-10,"Brant Logistics",logistics,1845.16
P00866,2024-12-28,"Alder Supply",facilities,35365.37
P00867,2024-10-06,"Fenwick Legal",materials,28.16
P00868,2024-05-20,"Brant Logistics",materials,482.18
P00869,2024-11-04,"Alder Supply",facilities,15120.96
P00870,2024-11-10,"Corvin Media",materials,168.45
P00871,2024-11-13,"Alder Supply",logistics,8431.89
P00872,2024-09-14,"Delvin Facilities",software,21.26
P00873,2024-06-06,"Ember IT",facilities,45.93
P00874,2024-01-06,"Delvin Facilities",services,160423.65
P00875,2024-06-20,"Delvin Facilities",logistics,2216.99
P00876,2024-03-31,"Alder Supply",facilities,2404.16
P00877,2024-01-21,"Gilder Travel",logistics,254.23
P00878,2024-10-26,"Alder Supply",services,6262.8
P00879,2024-08-06,"Fenwick Legal",facilities,155.3
P00880,2024-08-21,"Ember IT",facilities,9186.73
P00881,2024-11-06,"Harlow Print",services,1949.53
P00882,2024-11-25,"Fenwick Legal",facilities,163651.37
P00883,2024-03-19,"Delvin Facilities",logistics,4150.35
P00884,2024-10-02,"Corvin Media",materials,36681.36
P00885,2024-01-11,"Delvin Facilities",services,18821.51
P00886,2024-12-06,"Gilder Travel",facilities,77370.57
P00887,2024-12-10,"Alder Supply",software,94.9
P00888,2024-07-27,"Alder Supply",facilities,1105.64
P00889,2024-12-04,"Alder Supply",services,122361.21
P00890,2024-04-15,"Brant Logistics",materials,138.92
P00891,2024-06-07,"Ember IT",software,9542.37
P00892,2024-08-29,"Fenwick Legal",services,7568.9
P00893,2024-03-03,"Delvin Facilities",materials,53.07
P00894,2024-05-02,"Ember IT",facilities,9958.11
P00895,2024-02-23,"Ember IT",services,8693.76
P00896,2024-12-05,"Ember IT",services,9910.73
P00897,2024-12-09,"Gilder Travel",services,19025.8
P00898,2024-01-16,"Ember IT",services,9481.74
P00899,2024-02-16,"Corvin Media",materials,814.8
P00900,2024-07-01,"Ember IT",services,81517.26
P00901,2024-08-06,"Brant Logistics",logistics,4254.16
P00902,2024-03-28,"Harlow Print",services,13311.16
P00903,2024-10-22,"Corvin Media",logistics,23127.6
P00904,2024-11-01,"Fenwick Legal",services,1537.39
P00905,2024-08-09,"Harlow Print",services,7829.39
P00906,2024-08-19,"Harlow Print",software,4587.17
P00907,2024-09-19,"Delvin Facilities",logistics,27108.3
P00908,2024-02-13,"Delvin Facilities",software,19373.55
P00909,2024-09-30,"Corvin Media",logistics,2564.68
P00910,2024-04-19,"Alder Supply",services,506.23
P00911,2024-05-14,"Delvin Facilities",logistics,1852.67
P00912,2024-03-27,"Delvin Facilities",facilities,2790.93
P00913,2024-11-19,"Gilder Travel",software,126.43
P00914,2024-12-05,"Ember IT",software,9957.18
P00915,2024-08-11,"Gilder Travel",facilities,1695.15
P00916,2024-12-16,"Delvin Facilities",materials,2083.26
P00917,2024-09-09,"Fenwick Legal",software,57.92
P00918,2024-05-20,"Delvin Facilities",software,286.15
P00919,2024-11-12,"Gilder Travel",software,85.8
P00920,2024-04-23,"Alder Supply",logistics,238.22
P00921,2024-08-31,"Fenwick Legal",services,49291.43
P00922,2024-04-16,"Corvin Media",facilities,22560.09
P00923,2024-05-11,"Alder Supply",logistics,348.24
P00924,2024-11-18,"Corvin Media",software,916.33
P00925,2024-01-14,"Alder Supply",logistics,53.89
P00926,2024-06-03,"Delvin Facilities",software,239.82
P00927,2024-06-18,"Delvin Facilities",logistics,3662.84
P00928,2024-08-19,"Delvin Facilities",software,84.03
P00929,2024-01-27,"Delvin Facilities",logistics,1795.37
P00930,2024-09-08,"Gilder Travel",logistics,169.85
P00931,2024-09-08,"Ember IT",software,1202.15
P00932,2024-10-17,"Alder Supply",software,26336.94
P00933,2024-12-14,"Fenwick Legal",materials,26798.25
P00934,2024-07-08,"Ember IT",materials,20.19
P00935,2024-07-08,"Fenwick Legal",logistics,10426.08
P00936,2024-07-04,"Ember IT",logistics,9618.67
P00937,2024-09-24,"Alder Supply",facilities,417.29
P00938,2024-07-11,"Ember IT",logistics,221.01
P00939,2024-07-12,"Corvin Media",materials,25.2
P00940,2024-06-02,"Delvin Facilities",materials,69.74
P00941,2024-11-18,"Corvin Media",facilities,5888.08
P00942,2024-12-24,"Delvin Facilities",services,59661.75
P00943,2024-02-25,"Corvin Media",services,87009.64
P00944,2024-03-31,"Delvin Facilities",services,8824.98
P00945,2024-03-03,"Harlow Print",materials,4087.14
P00946,2024-04-09,"Delvin Facilities",software,74950.36
P00947,2024-02-23,"Delvin Facilities",facilities,10928.58
P00948,2024-12-08,"Fenwick Legal",software,69216.91
P00949,2024-08-28,"Brant Logistics",services,879.97
P00950,2024-04-01,"Gilder Travel",software,436.71
P00951,2024-10-03,"Corvin Media",facilities,1320.04
P00952,2024-10-30,"Harlow Print",services,22340.97
P00953,2024-03-03,"Delvin Facilities",services,44397.45
P00954,2024-04-13,"Brant Logistics",facilities,49312.58
P00955,2024-03-27,"Ember IT",facilities,9756.65
P00956,2024-02-17,"Alder Supply",materials,351.05
P00957,2024-03-12,"Alder Supply",materials,19344.11
P00958,2024-01-19,"Gilder Travel",logistics,549.36
P00959,2024-12-06,"Harlow Print",software,222.43
P00960,2024-02-08,"Ember IT",logistics,9913.04
P00961,2024-05-04,"Ember IT",services,9979.92
P00962,2024-04-24,"Ember IT",materials,9737.18
P00963,2024-01-02,"Delvin Facilities",facilities,2056.95
P00964,2024-03-26,"Brant Logistics",facilities,2786.12
P00965,2024-06-02,"Ember IT",software,2380.57
P00966,2024-11-19,"Fenwick Legal",materials,8336.44
P00967,2024-02-28,"Brant Logistics",software,248.35
P00968,2024-01-30,"Corvin Media",facilities,18469.61
P00969,2024-04-10,"Gilder Travel",logistics,20987.95
P00970,2024-07-16,"Alder Supply",materials,68316.82
P00971,2024-04-10,"Ember IT",logistics,9802.03
P00972,2024-09-02,"Brant Logistics",materials,440.57
P00973,2024-01-07,"Delvin Facilities",facilities,189668.08
P00974,2024-07-11,"Corvin Media",logistics,130094.39
P00975,2024-02-04,"Fenwick Legal",facilities,51004.81
P00976,2024-06-10,"Delvin Facilities",facilities,7703.66
P00977,2024-12-03,"Alder Supply",materials,153.86
P00978,2024-08-26,"Corvin Media",software,168.17
P00979,2024-08-10,"Harlow Print",services,24.78
P00980,2024-10-23,"Brant Logistics",facilities,1777.77
P00981,2024-09-06,"Brant Logistics",materials,94623.14
P00982,2024-04-27,"Alder Supply",software,102027.96
P00983,2024-12-11,"Fenwick Legal",services,58.48
P00984,2024-05-14,"Corvin Media",logistics,31656.17
P00985,2024-06-07,"Alder Supply",software,117380.73
P00986,2024-12-25,"Brant Logistics",facilities,68604.7
P00987,2024-11-24,"Alder Supply",services,1830.18
P00988,2024-09-01,"Alder Supply",materials,16649.21
P00989,2024-02-08,"Gilder Travel",services,28643.58
P00990,2024-03-02,"Ember IT",software,9660.78
P00991,2024-08-31,"Gilder Travel",materials,1446.8
P00992,2024-09-15,"Brant Logistics",facilities,519.63
P00993,2024-11-27,"Alder Supply",logistics,650.7
P00994,2024-07-13,"Delvin Facilities",facilities,25.91
P00995,2024-05-05,"Corvin Media",materials,9468.08
P00996,2024-07-27,"Gilder Travel",facilities,20.73
P00997,2024-07-30,"Harlow Print",materials,676.64
P00998,2024-12-14,"Brant Logistics",services,28.3
P00999,2024-11-10,"Fenwick Legal",logistics,495.39
P01000,2024-07-09,"Corvin Media",materials,1447.87
P01001,2024-04-10,"Brant Logistics",services,856.55
P01002,2024-01-17,"Harlow Print",logistics,40.06
P01003,2024-01-31,"Corvin Media",materials,49.93
P01004,2024-12-06,"Brant Logistics",software,142.85
P01005,2024-07-21,"Alder Supply",facilities,120663.17
P01006,2024-03-20,"Delvin Facilities",services,597.21
P01007,2024-12-20,"Gilder Travel",services,22106.67
P01008,2024-11-22,"Alder Supply",services,211.97
P01009,2024-12-27,"Fenwick Legal",logistics,5730.15
P01010,2024-03-21,"Corvin Media",software,116.7
P01011,2024-02-20,"Ember IT",materials,9004.63
P01012,2024-07-02,"Fenwick Legal",services,7804.41
P01013,2024-06-29,"Delvin Facilities",software,38.42
P01014,2024-08-18,"Corvin Media",logistics,43697.5
P01015,2024-03-28,"Alder Supply",materials,45195.09
P01016,2024-08-09,"Gilder Travel",logistics,8358.04
P01017,2024-02-13,"Ember IT",materials,156181.17
P01018,2024-01-22,"Fenwick Legal",facilities,109386.26
P01019,2024-03-31,"Harlow Print",services,59412.77
P01020,2024-12-11,"Ember IT",services,634.06
P01021,2024-12-01,"Corvin Media",software,6780.36
P01022,2024-08-23,"Harlow Print",services,216.99
P01023,2024-03-01,"Brant Logistics",materials,28104.5
P01024,2024-06-25,"Fenwick Legal",materials,42158.97
P01025,2024-02-02,"Fenwick Legal",services,27.07
P01026,2024-11-17,"Corvin Media",logistics,4992.61
P01027,2024-09-10,"Gilder Travel",services,1963.21
P01028,2024-07-21,"Gilder Travel",software,25.04
